MIU_DOCUMENTOS,PATH_ADUNTO,s3_bucket,s3_key,exists,http_status,error
997973,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143737/20090036/miuDocumento_997971_12TeoriasdelDesarrollo.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143737/20090036/miuDocumento_997971_12TeoriasdelDesarrollo.pdf,Y,200,
997996,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143990/20060007/miuDocumento_997996_0ProgramaUtilizaciondeMedios2026.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143990/20060007/miuDocumento_997996_0ProgramaUtilizaciondeMedios2026.pdf,Y,200,
997997,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143989/20060007/miuDocumento_997996_0ProgramaUtilizaciondeMedios2026.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143989/20060007/miuDocumento_997996_0ProgramaUtilizaciondeMedios2026.pdf,Y,200,
998004,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142780/20130378/miuDocumento_998004_CRONOGRAMA-INFOTECNOLOGIASI.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142780/20130378/miuDocumento_998004_CRONOGRAMA-INFOTECNOLOGIASI.pdf,Y,200,
998007,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143989/20060007/miuDocumento_998007_TheImpactofArtificialIntelligenceonLawFirmsBusinessModels-HarvardLawSchoolCenterontheLegalProfession.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143989/20060007/miuDocumento_998007_TheImpactofArtificialIntelligenceonLawFirmsBusinessModels-HarvardLawSchoolCenterontheLegalProfession.pdf,Y,200,
998008,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143990/20060007/miuDocumento_998007_TheImpactofArtificialIntelligenceonLawFirmsBusinessModels-HarvardLawSchoolCenterontheLegalProfession.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143990/20060007/miuDocumento_998007_TheImpactofArtificialIntelligenceonLawFirmsBusinessModels-HarvardLawSchoolCenterontheLegalProfession.pdf,Y,200,
998016,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143736/20090036/miuDocumento_998016_PDFPPICInstrucciones2026.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143736/20090036/miuDocumento_998016_PDFPPICInstrucciones2026.pdf,Y,200,
998017,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143738/20090036/miuDocumento_998016_PDFPPICInstrucciones2026.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143738/20090036/miuDocumento_998016_PDFPPICInstrucciones2026.pdf,Y,200,
998018,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143737/20090036/miuDocumento_998016_PDFPPICInstrucciones2026.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143737/20090036/miuDocumento_998016_PDFPPICInstrucciones2026.pdf,Y,200,
998019,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144002/20010656/miuDocumento_960583_Metodologiadeanalisisp_e_2025_Derecho-2.ppt,miu-documentos,DATA-DOCS/miu-hml/documentos/144002/20010656/miuDocumento_960583_Metodologiadeanalisisp_e_2025_Derecho-2.ppt,Y,200,
998020,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144003/20010656/miuDocumento_960583_Metodologiadeanalisisp_e_2025_Derecho-2.ppt,miu-documentos,DATA-DOCS/miu-hml/documentos/144003/20010656/miuDocumento_960583_Metodologiadeanalisisp_e_2025_Derecho-2.ppt,Y,200,
998038,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143274/20140597/miuDocumento_998038_ReglasMathHelp.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143274/20140597/miuDocumento_998038_ReglasMathHelp.pdf,Y,200,
998039,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143274/20140597/miuDocumento_998039_InstructivoMathHelp.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143274/20140597/miuDocumento_998039_InstructivoMathHelp.pdf,Y,200,
998055,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144844/20110699/miuDocumento_998055_IMG_7082.jpeg,miu-documentos,DATA-DOCS/miu-hml/documentos/144844/20110699/miuDocumento_998055_IMG_7082.jpeg,Y,200,
998096,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143282/26890005/miuDocumento_998096_Accounting_Made_Simple.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143282/26890005/miuDocumento_998096_Accounting_Made_Simple.pdf,Y,200,
998117,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143463/20140046/miuDocumento_998117_Screenshot2026-01-06at11.42.27AM.png,miu-documentos,DATA-DOCS/miu-hml/documentos/143463/20140046/miuDocumento_998117_Screenshot2026-01-06at11.42.27AM.png,Y,200,
998128,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144064/20010492/miuDocumento_998128_CapIIcosmosytaxis.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144064/20010492/miuDocumento_998128_CapIIcosmosytaxis.pdf,Y,200,
998130,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891223_AtlasofHumanAnatomy(NETTERPDFDrive)_961890.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891223_AtlasofHumanAnatomy(NETTERPDFDrive)_961890.pdf,Y,200,
998131,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891225_TomoIquiroz_961891.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891225_TomoIquiroz_961891.pdf,Y,200,
998132,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891227_TomoIIquiroz_961892.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891227_TomoIIquiroz_961892.pdf,Y,200,
998133,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891228_TomoIIIquiroz_961893.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891228_TomoIIIquiroz_961893.pdf,Y,200,
998134,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891229_ANATOMIAPARAESTUDIANTESGRAY_961894.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891229_ANATOMIAPARAESTUDIANTESGRAY_961894.pdf,Y,200,
998135,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_926890_NormasdelLaboratorio.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_926890_NormasdelLaboratorio.pdf,Y,200,
998136,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891223_AtlasofHumanAnatomy(NETTERPDFDrive)_924080.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/142775/20110370/miuDocumento_891223_AtlasofHumanAnatomy(NETTERPDFDrive)_924080.pdf,Y,200,
997514,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143765/11930802/miuDocumento_997513_Rubricaactividades.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143765/11930802/miuDocumento_997513_Rubricaactividades.pdf,Y,200,
997515,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143764/11930802/miuDocumento_997513_Rubricaactividades.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143764/11930802/miuDocumento_997513_Rubricaactividades.pdf,Y,200,
997647,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143711/20220110/miuDocumento_997647_ElinorOstromandtheBloomingtonSchool.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143711/20220110/miuDocumento_997647_ElinorOstromandtheBloomingtonSchool.pdf,Y,200,
997650,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143711/20220110/miuDocumento_997650_TheLogicofCollectiveAction.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143711/20220110/miuDocumento_997650_TheLogicofCollectiveAction.pdf,Y,200,
997686,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144155/20181150/miuDocumento_997686_algebra_trigonometria_y_geometria_zill.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144155/20181150/miuDocumento_997686_algebra_trigonometria_y_geometria_zill.pdf,Y,200,
997750,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143980/20020131/miuDocumento_997750_1.Contrato-persona-acto.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143980/20020131/miuDocumento_997750_1.Contrato-persona-acto.pptx,Y,200,
997786,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997786_250105-la-etica-otjetivista-Rand.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997786_250105-la-etica-otjetivista-Rand.pdf,Y,200,
997790,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997790_260105-dinero-vicio-virtud-Rand.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997790_260105-dinero-vicio-virtud-Rand.pdf,Y,200,
997791,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997791_260105-egoismo-prudencia-lo-que-demanda-el-interes-propo-Orbaugh.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997791_260105-egoismo-prudencia-lo-que-demanda-el-interes-propo-Orbaugh.pdf,Y,200,
997792,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997792_260105-la-psicologia-del-placer-Branden.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144092/12870542/miuDocumento_997792_260105-la-psicologia-del-placer-Branden.pdf,Y,200,
997814,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143318/20220206/miuDocumento_997814_Heyne-EconomicWayOfThinking-Chapter1.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143318/20220206/miuDocumento_997814_Heyne-EconomicWayOfThinking-Chapter1.pdf,Y,200,
997839,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143417/22950328/miuDocumento_997839_LECTURA1-IntroductiontoStrategyHarvard.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143417/22950328/miuDocumento_997839_LECTURA1-IntroductiontoStrategyHarvard.pdf,Y,200,
997838,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144262/22950328/miuDocumento_997838_LECTURA4-LibroALIGNINGSTRATEGYANDSALESCapitulo6.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144262/22950328/miuDocumento_997838_LECTURA4-LibroALIGNINGSTRATEGYANDSALESCapitulo6.pdf,Y,200,
997853,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144262/22950328/miuDocumento_997853_LECTURA10-AnIntroductoryNoteOnTheCaseMethod.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144262/22950328/miuDocumento_997853_LECTURA10-AnIntroductoryNoteOnTheCaseMethod.pdf,Y,200,
997866,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143709/20150601/miuDocumento_997866_2026ProgramaOperacionesLogisticas.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143709/20150601/miuDocumento_997866_2026ProgramaOperacionesLogisticas.pdf,Y,200,
997904,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997904_Tarea1-Lgica.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997904_Tarea1-Lgica.pdf,Y,200,
997905,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997904_Tarea1-Lgica.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997904_Tarea1-Lgica.pdf,Y,200,
997906,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997904_Tarea1-Lgica.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997904_Tarea1-Lgica.pdf,Y,200,
997912,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997912_Tarea3-Unidadesdemedicayoperacionesbsicas.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997912_Tarea3-Unidadesdemedicayoperacionesbsicas.pdf,Y,200,
997913,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997912_Tarea3-Unidadesdemedicayoperacionesbsicas.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997912_Tarea3-Unidadesdemedicayoperacionesbsicas.pdf,Y,200,
997914,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997912_Tarea3-Unidadesdemedicayoperacionesbsicas.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997912_Tarea3-Unidadesdemedicayoperacionesbsicas.pdf,Y,200,
997921,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997921_Tarea8-Sistemadeecuaciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143873/20170280/miuDocumento_997921_Tarea8-Sistemadeecuaciones.pdf,Y,200,
997922,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997921_Tarea8-Sistemadeecuaciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143874/20170280/miuDocumento_997921_Tarea8-Sistemadeecuaciones.pdf,Y,200,
997923,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997921_Tarea8-Sistemadeecuaciones.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143875/20170280/miuDocumento_997921_Tarea8-Sistemadeecuaciones.pdf,Y,200,
997963,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143736/20090036/miuDocumento_997963_TrabajoBiografico2026.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143736/20090036/miuDocumento_997963_TrabajoBiografico2026.docx,Y,200,
997964,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143738/20090036/miuDocumento_997963_TrabajoBiografico2026.docx,miu-documentos,DATA-DOCS/miu-hml/documentos/143738/20090036/miuDocumento_997963_TrabajoBiografico2026.docx,Y,200,
997078,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997078_Microtu_bulos.9aed.2018.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997078_Microtu_bulos.9aed.2018.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997079,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997078_Microtu_bulos.9aed.2018.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997078_Microtu_bulos.9aed.2018.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997080,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997078_Microtu_bulos.9aed.2018.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997078_Microtu_bulos.9aed.2018.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997084,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997084_Filamentosintermedios.9ed.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997084_Filamentosintermedios.9ed.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997085,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997084_Filamentosintermedios.9ed.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997084_Filamentosintermedios.9ed.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997086,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997084_Filamentosintermedios.9ed.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997084_Filamentosintermedios.9ed.JeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997087,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997087_movimientobasadoenMTs-9aed2018.Becker_sWorldoftheCell-Pearson.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997087_movimientobasadoenMTs-9aed2018.Becker_sWorldoftheCell-Pearson.pdf,Y,200,
997088,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997087_movimientobasadoenMTs-9aed2018.Becker_sWorldoftheCell-Pearson.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997087_movimientobasadoenMTs-9aed2018.Becker_sWorldoftheCell-Pearson.pdf,Y,200,
997089,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997087_movimientobasadoenMTs-9aed2018.Becker_sWorldoftheCell-Pearson.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997087_movimientobasadoenMTs-9aed2018.Becker_sWorldoftheCell-Pearson.pdf,Y,200,
997090,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997090_mov.ameboidemfJeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997090_mov.ameboidemfJeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997091,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997090_mov.ameboidemfJeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997090_mov.ameboidemfJeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997092,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997090_mov.ameboidemfJeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997090_mov.ameboidemfJeffHardinGregoryBertoni-Becker_sWorldoftheCell-Pearson2018.pdf,Y,200,
997108,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997108_TV-Alberts2020.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997108_TV-Alberts2020.pdf,Y,200,
997109,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997108_TV-Alberts2020.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997108_TV-Alberts2020.pdf,Y,200,
997110,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997108_TV-Alberts2020.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997108_TV-Alberts2020.pdf,Y,200,
997135,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997135_4.ControldelCicloCelularALberts20211.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997135_4.ControldelCicloCelularALberts20211.pdf,Y,200,
997136,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997135_4.ControldelCicloCelularALberts20211.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997135_4.ControldelCicloCelularALberts20211.pdf,Y,200,
997137,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997135_4.ControldelCicloCelularALberts20211.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997135_4.ControldelCicloCelularALberts20211.pdf,Y,200,
997141,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997141_6.RbATM_ATRAlberts.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143720/23820040/miuDocumento_997141_6.RbATM_ATRAlberts.pdf,Y,200,
997142,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997141_6.RbATM_ATRAlberts.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143722/23820040/miuDocumento_997141_6.RbATM_ATRAlberts.pdf,Y,200,
997143,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997141_6.RbATM_ATRAlberts.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/143721/23820040/miuDocumento_997141_6.RbATM_ATRAlberts.pdf,Y,200,
997148,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_997148_FEDERACINCENTROAMERICANA.pptx,miu-documentos,DATA-DOCS/miu-hml/documentos/143342/16860249/miuDocumento_997148_FEDERACINCENTROAMERICANA.pptx,Y,200,
998143,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144125/12870542/miuDocumento_998143_250103-filosofia-quien-la-necesita-Rand.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144125/12870542/miuDocumento_998143_250103-filosofia-quien-la-necesita-Rand.pdf,Y,200,
998144,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144121/12870542/miuDocumento_998143_250103-filosofia-quien-la-necesita-Rand.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144121/12870542/miuDocumento_998143_250103-filosofia-quien-la-necesita-Rand.pdf,Y,200,
998145,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144122/12870542/miuDocumento_998143_250103-filosofia-quien-la-necesita-Rand.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144122/12870542/miuDocumento_998143_250103-filosofia-quien-la-necesita-Rand.pdf,Y,200,
998149,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144125/12870542/miuDocumento_998149_250103-objective-moral-virtues.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144125/12870542/miuDocumento_998149_250103-objective-moral-virtues.pdf,Y,200,
998150,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144121/12870542/miuDocumento_998149_250103-objective-moral-virtues.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144121/12870542/miuDocumento_998149_250103-objective-moral-virtues.pdf,Y,200,
998151,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144122/12870542/miuDocumento_998149_250103-objective-moral-virtues.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144122/12870542/miuDocumento_998149_250103-objective-moral-virtues.pdf,Y,200,
998152,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144125/12870542/miuDocumento_998152_250715-alegoria-de-la-caverna-platon.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144125/12870542/miuDocumento_998152_250715-alegoria-de-la-caverna-platon.pdf,Y,200,
998153,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144121/12870542/miuDocumento_998152_250715-alegoria-de-la-caverna-platon.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144121/12870542/miuDocumento_998152_250715-alegoria-de-la-caverna-platon.pdf,Y,200,
998154,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144122/12870542/miuDocumento_998152_250715-alegoria-de-la-caverna-platon.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144122/12870542/miuDocumento_998152_250715-alegoria-de-la-caverna-platon.pdf,Y,200,
998172,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144153/20150835/miuDocumento_998172_Respuestas_Examen_Diagnostico.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144153/20150835/miuDocumento_998172_Respuestas_Examen_Diagnostico.pdf,Y,200,
998202,https://miu-documentos.s3.us-west-2.amazonaws.com/DATA-DOCS/miu-hml/documentos/144003/20060194/miuDocumento_998202_LagloriaylaruinadelosMayas.pdf,miu-documentos,DATA-DOCS/miu-hml/documentos/144003/20060194/miuDocumento_998202_LagloriaylaruinadelosMayas.pdf,Y,200,
